player_id,name,team,position,overall_rank,position_rank,tier,ppr_points,points_per_game,vorp,low_ppr,high_ppr,confidence,games,pass_attempts,completions,passing_yards,passing_touchdowns,interceptions,carries,rushing_yards,rushing_touchdowns,targets,receptions,receiving_yards,receiving_touchdowns,fumbles_lost,data_mode,model_version,projection_season
TYS405541,Jordyn Tyson,NOR,WR,37,18,10,179.9235294117647,13.356768558951964,40.64462838420715,129.54494117647056,230.30211764705882,0.5,13.470588235294118,,,,,,4.294117647058823,25.764705882352942,0.17647058823529413,88.41161764705882,59.8235294117647,856.4117647058823,5.235294117647059,0.29411764705882354,production,2026.2.0,2026
00-0038120,Breece Hall,NYJ,RB,38,12,10,171.63617277488927,11.69191401071367,40.45402783941648,140.7416616754092,202.53068387436934,0.58,14.679903788003712,,,,,,180.41641572040405,822.5160802155036,4.6,42.73507617152983,31.70958228602016,265.3953092797046,0.8991242392449122,0.9296469480605996,production,2026.2.0,2026
00-0036355,Justin Herbert,LAC,QB,39,6,10,263.9099705016271,17.49504589481596,39.38595883319405,216.4061758113342,311.41376519191994,0.62,15.084840136362688,510.0301260627357,347.09788136864756,3488.927925680306,25.627963601796584,9.246292603891902,66.16520328814877,311.33584275012345,2.3,,,,,2.3,production,2026.2.0,2026
00-0039868,Troy Franklin,DEN,WR,40,19,10,175.13024507229085,13.903970341773249,35.85134404473331,143.6068009592785,206.6536891853032,0.62,12.595700419910097,,,,,,2.066029911401479,13.799999999999999,0.1080730910158346,81.61546114435926,58.622704240915695,815.3499999999999,5.65921843421577,0.5056041600072171,production,2026.2.0,2026
00-0033106,Jared Goff,DET,QB,41,7,10,260.07383263981774,17.454580405785478,35.54982097138472,213.26054276465055,306.8871225149849,0.62,14.90003349227541,549.9707779648437,358.0102254510775,4164.138798652228,27.282460948573767,9.2,21.849999999999998,51.74999999999999,1.0407607521200362,,,,,4.320563806643347,production,2026.2.0,2026
00-0040730,RJ Harvey,DEN,RB,42,13,10,165.69388925032192,11.762404912845469,34.511744314849125,135.86898918526398,195.51878931537985,0.62,14.08673570396911,,,,,,167.89999999999998,621.0,3.3045557402300143,52.914714732975064,44.50965175162944,332.2584569137292,1.2891675713869348,0.8519740311910814,production,2026.2.0,2026
00-0038117,Wan'Dale Robinson,TEN,WR,43,20,10,172.06952248375345,12.308474649809176,32.79062145619591,141.09700843667784,203.04203653082905,0.5,13.979760074203924,,,,,,3.4499999999999997,5.75,0.0,99.14885980133843,68.67873599543452,811.4026269593426,3.668626779846721,0.1681184433478423,production,2026.2.0,2026
00-0035676,A.J. Brown,NE,WR,44,21,10,171.75443341657575,10.942335475502587,32.47553238901821,140.83863540159211,202.6702314315594,0.5,15.696323129655005,,,,,,0.0,-2.7799074013077583,0.16451660132854837,92.18247523483953,57.87806293804165,759.7905432001781,6.393329924212859,0.5858861273006978,production,2026.2.0,2026
00-0036389,Jalen Hurts,PHI,QB,45,8,10,254.39265474685988,18.705306054337175,29.868643078426857,208.6019768924251,300.18333260129464,0.62,13.60002632450241,409.06805457051223,291.4540271110235,2873.176249370633,17.95641773978195,5.536219160421247,115.71901732989602,484.15,5.914649928409667,,,,,2.5952637183543734,production,2026.2.0,2026
PRI206342,Jadarian Price,SEA,RB,46,14,10,159.83,12.889516129032259,28.64785506452722,115.0776,204.5824,0.5,12.4,,,,,,153.723375,702.6,6.2,32.787797619047616,25.3,216.7,1.3,1.2,production,2026.2.0,2026
